Date,Time,Open,High,Low,Close,Volume,OpenInt
2015-07-13,15:35:00,15.08,15.082,15.072,15.08,8099,0
2015-07-13,15:40:00,15.1141,15.1141,15.1141,15.1141,146,0
2015-07-13,15:45:00,15.1,15.1,15.1,15.1,300,0
2015-07-13,15:55:00,15.098,15.098,15.08,15.08,1475,0
2015-07-13,16:00:00,15.105,15.13,15.1001,15.12,1464,0
2015-07-13,16:05:00,15.11,15.11,15.11,15.11,700,0
2015-07-13,16:10:00,15.111,15.111,15.1087,15.1087,424,0
2015-07-13,16:15:00,15.12,15.12,15.09,15.09,2085,0
2015-07-13,16:25:00,15.16,15.16,15.16,15.16,900,0
2015-07-13,16:50:00,15.16,15.16,15.16,15.16,200,0
2015-07-13,16:55:00,15.17,15.17,15.17,15.17,121,0
2015-07-13,17:20:00,15.1901,15.1901,15.1901,15.1901,115,0
2015-07-13,17:30:00,15.2361,15.2361,15.212,15.2299,1000,0
2015-07-13,17:35:00,15.22,15.22,15.22,15.22,300,0
2015-07-13,17:40:00,15.26,15.26,15.26,15.26,604,0
2015-07-13,17:50:00,15.23,15.23,15.23,15.23,100,0
2015-07-13,17:55:00,15.2301,15.2301,15.2301,15.2301,350,0
2015-07-13,18:10:00,15.223,15.223,15.2201,15.2201,2000,0
2015-07-13,18:20:00,15.2271,15.2299,15.2271,15.2299,1670,0
2015-07-13,18:25:00,15.22,15.22,15.21,15.21,1500,0
2015-07-13,18:45:00,15.22,15.22,15.22,15.22,300,0
2015-07-13,18:55:00,15.2,15.2,15.2,15.2,100,0
2015-07-13,19:00:00,15.2067,15.2067,15.2067,15.2067,300,0
2015-07-13,19:05:00,15.22,15.22,15.22,15.22,222,0
2015-07-13,19:20:00,15.2,15.2,15.2,15.2,100,0
2015-07-13,19:35:00,15.22,15.22,15.22,15.22,100,0
2015-07-13,19:50:00,15.228,15.228,15.21,15.21,630,0
2015-07-13,20:05:00,15.2351,15.25,15.2351,15.25,866,0
2015-07-13,20:15:00,15.25,15.25,15.24,15.24,9673,0
2015-07-13,20:25:00,15.24,15.24,15.24,15.24,157,0
2015-07-13,20:40:00,15.24,15.24,15.24,15.24,200,0
2015-07-13,20:50:00,15.2301,15.2301,15.2301,15.2301,100,0
2015-07-13,20:55:00,15.23,15.23,15.222,15.222,1350,0
2015-07-13,21:15:00,15.24,15.2402,15.24,15.2402,425,0
2015-07-13,21:20:00,15.2467,15.2467,15.2467,15.2467,116,0
2015-07-13,21:40:00,15.26,15.26,15.25,15.25,500,0
2015-07-13,21:55:00,15.23,15.23,15.23,15.23,200,0
2015-07-13,22:00:00,15.238,15.24,15.238,15.24,200,0
2015-07-14,15:35:00,15.21,15.21,15.1789,15.1899,2315,0
2015-07-14,15:45:00,15.1899,15.1899,15.18,15.18,692,0
2015-07-14,15:55:00,15.1513,15.1513,15.1513,15.1513,100,0
2015-07-14,16:15:00,15.16,15.16,15.16,15.16,100,0
2015-07-14,16:25:00,15.15,15.159,15.15,15.159,299,0
2015-07-14,16:30:00,15.12,15.12,15.12,15.12,900,0
